numOfCorrectlyPredicted,numOfPredicted,precision,recall,f1,threshold,lenOfSubclassOf,typesOfEmbeddings
1017,1048,0.9704198473282443,0.670844327176781,0.7932917316692667,0.95,2.0,['entity']
1013,1033,0.9806389157792836,0.6682058047493403,0.7948214986269124,0.96,2.0,['entity']
1010,1024,0.986328125,0.6662269129287599,0.7952755905511811,0.97,2.0,['entity']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,2.0,['entity']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,2.0,['entity']
1401,31065,0.045098985997102846,0.9241424802110818,0.086001043552991,0.7,2.0,['triple']
1379,24913,0.05535262714245574,0.9096306068601583,0.10435506451246736,0.75,2.0,['triple']
1274,14175,0.08987654320987655,0.8403693931398417,0.1623860811930406,0.8,2.0,['triple']
1129,4650,0.24279569892473118,0.7447229551451188,0.3662017515407071,0.85,2.0,['triple']
1050,1833,0.5728314238952537,0.6926121372031663,0.6270528515974918,0.9,2.0,['triple']
1024,1099,0.9317561419472248,0.6754617414248021,0.7831739961759082,0.94,2.0,['triple']
1017,1048,0.9704198473282443,0.670844327176781,0.7932917316692667,0.95,2.0,['triple']
1013,1033,0.9806389157792836,0.6682058047493403,0.7948214986269124,0.96,2.0,['triple']
1010,1024,0.986328125,0.6662269129287599,0.7952755905511811,0.97,2.0,['triple']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,2.0,['triple']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,2.0,['triple']
1355,25065,0.054059445441851185,0.8937994722955145,0.10195252247846205,0.7,2.0,['path']
1223,13521,0.09045188965313217,0.8067282321899736,0.16266542528429873,0.75,2.0,['path']
1138,8035,0.1416303671437461,0.7506596306068601,0.2382996544864412,0.8,2.0,['path']
1079,4451,0.24241743428443047,0.7117414248021108,0.3616557734204793,0.85,2.0,['path']
1035,1865,0.5549597855227882,0.6827176781002638,0.6122448979591837,0.9,2.0,['path']
1018,1219,0.8351107465135357,0.6715039577836411,0.7444241316270568,0.94,2.0,['path']
1014,1066,0.9512195121951219,0.6688654353562006,0.785437645236251,0.95,2.0,['path']
1013,1033,0.9806389157792836,0.6682058047493403,0.7948214986269124,0.96,2.0,['path']
1010,1024,0.986328125,0.6662269129287599,0.7952755905511811,0.97,2.0,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,2.0,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,2.0,['path']
1401,31065,0.045098985997102846,0.9241424802110818,0.086001043552991,0.7,2.0,"['entity', 'triple']"
1379,24913,0.05535262714245574,0.9096306068601583,0.10435506451246736,0.75,2.0,"['entity', 'triple']"
1274,14175,0.08987654320987655,0.8403693931398417,0.1623860811930406,0.8,2.0,"['entity', 'triple']"
1129,4650,0.24279569892473118,0.7447229551451188,0.3662017515407071,0.85,2.0,"['entity', 'triple']"
1050,1833,0.5728314238952537,0.6926121372031663,0.6270528515974918,0.9,2.0,"['entity', 'triple']"
1024,1099,0.9317561419472248,0.6754617414248021,0.7831739961759082,0.94,2.0,"['entity', 'triple']"
1017,1048,0.9704198473282443,0.670844327176781,0.7932917316692667,0.95,2.0,"['entity', 'triple']"
1013,1033,0.9806389157792836,0.6682058047493403,0.7948214986269124,0.96,2.0,"['entity', 'triple']"
1010,1024,0.986328125,0.6662269129287599,0.7952755905511811,0.97,2.0,"['entity', 'triple']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,2.0,"['entity', 'triple']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,2.0,"['entity', 'triple']"
1355,25065,0.054059445441851185,0.8937994722955145,0.10195252247846205,0.7,2.0,"['entity', 'path']"
1223,13521,0.09045188965313217,0.8067282321899736,0.16266542528429873,0.75,2.0,"['entity', 'path']"
1138,8035,0.1416303671437461,0.7506596306068601,0.2382996544864412,0.8,2.0,"['entity', 'path']"
1079,4451,0.24241743428443047,0.7117414248021108,0.3616557734204793,0.85,2.0,"['entity', 'path']"
1035,1865,0.5549597855227882,0.6827176781002638,0.6122448979591837,0.9,2.0,"['entity', 'path']"
1018,1219,0.8351107465135357,0.6715039577836411,0.7444241316270568,0.94,2.0,"['entity', 'path']"
1014,1066,0.9512195121951219,0.6688654353562006,0.785437645236251,0.95,2.0,"['entity', 'path']"
1013,1033,0.9806389157792836,0.6682058047493403,0.7948214986269124,0.96,2.0,"['entity', 'path']"
1010,1024,0.986328125,0.6662269129287599,0.7952755905511811,0.97,2.0,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,2.0,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,2.0,"['entity', 'path']"
1399,30784,0.045445686070686074,0.9228232189973615,0.08662538699690403,0.7,2.0,"['triple', 'path']"
1360,23671,0.05745426893667357,0.8970976253298153,0.10799221820780562,0.75,2.0,"['triple', 'path']"
1240,11852,0.10462369220384746,0.8179419525065963,0.18551765409934173,0.8,2.0,"['triple', 'path']"
1119,4935,0.22674772036474164,0.7381266490765171,0.34692295768097975,0.85,2.0,"['triple', 'path']"
1042,1872,0.5566239316239316,0.6873350923482849,0.615112160566706,0.9,2.0,"['triple', 'path']"
1018,1160,0.8775862068965518,0.6715039577836411,0.7608370702541106,0.94,2.0,"['triple', 'path']"
1014,1051,0.9647954329210275,0.6688654353562006,0.79002726918582,0.95,2.0,"['triple', 'path']"
1013,1033,0.9806389157792836,0.6682058047493403,0.7948214986269124,0.96,2.0,"['triple', 'path']"
1010,1024,0.986328125,0.6662269129287599,0.7952755905511811,0.97,2.0,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,2.0,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,2.0,"['triple', 'path']"
1399,30784,0.045445686070686074,0.9228232189973615,0.08662538699690403,0.7,2.0,"['entity', 'triple', 'path']"
1360,23671,0.05745426893667357,0.8970976253298153,0.10799221820780562,0.75,2.0,"['entity', 'triple', 'path']"
1240,11852,0.10462369220384746,0.8179419525065963,0.18551765409934173,0.8,2.0,"['entity', 'triple', 'path']"
1119,4935,0.22674772036474164,0.7381266490765171,0.34692295768097975,0.85,2.0,"['entity', 'triple', 'path']"
1042,1872,0.5566239316239316,0.6873350923482849,0.615112160566706,0.9,2.0,"['entity', 'triple', 'path']"
1018,1160,0.8775862068965518,0.6715039577836411,0.7608370702541106,0.94,2.0,"['entity', 'triple', 'path']"
1014,1051,0.9647954329210275,0.6688654353562006,0.79002726918582,0.95,2.0,"['entity', 'triple', 'path']"
1013,1033,0.9806389157792836,0.6682058047493403,0.7948214986269124,0.96,2.0,"['entity', 'triple', 'path']"
1010,1024,0.986328125,0.6662269129287599,0.7952755905511811,0.97,2.0,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,2.0,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,2.0,"['entity', 'triple', 'path']"
1390,29474,0.04716020899776074,0.91688654353562,0.08970635688931912,0.7,3.0,['entity']
1348,21012,0.06415381686655244,0.8891820580474934,0.11967329545454544,0.75,3.0,['entity']
1190,9615,0.12376495059802392,0.7849604221635884,0.2138172670919055,0.8,3.0,['entity']
1080,3829,0.28205797858448683,0.712401055408971,0.4041159962581853,0.85,3.0,['entity']
1033,1590,0.6496855345911949,0.6813984168865436,0.665164198325821,0.9,3.0,['entity']
1015,1042,0.974088291746641,0.6695250659630607,0.7935887412040658,0.94,3.0,['entity']
1013,1037,0.9768563162970106,0.6682058047493403,0.7935761848805326,0.95,3.0,['entity']
1012,1035,0.9777777777777777,0.6675461741424802,0.7934143473147786,0.96,3.0,['entity']
1012,1028,0.9844357976653697,0.6675461741424802,0.7955974842767296,0.97,3.0,['entity']
1010,1023,0.9872922776148583,0.6662269129287599,0.7955888144938952,0.98,3.0,['entity']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,3.0,['entity']
1396,30911,0.045161916469865095,0.920844327176781,0.08610108859900699,0.7,3.0,['triple']
1366,23873,0.05721945293846605,0.9010554089709762,0.10760565599275278,0.75,3.0,['triple']
1225,12739,0.09616139414396735,0.808047493403694,0.17186951946685372,0.8,3.0,['triple']
1087,4279,0.2540313157279738,0.7170184696569921,0.37515099223468507,0.85,3.0,['triple']
1032,1549,0.6662362814719174,0.6807387862796834,0.6734094616639479,0.9,3.0,['triple']
1015,1047,0.9694364851957975,0.6695250659630607,0.7920405774483028,0.94,3.0,['triple']
1013,1038,0.9759152215799615,0.6682058047493403,0.793265465935787,0.95,3.0,['triple']
1012,1035,0.9777777777777777,0.6675461741424802,0.7934143473147786,0.96,3.0,['triple']
1012,1028,0.9844357976653697,0.6675461741424802,0.7955974842767296,0.97,3.0,['triple']
1010,1023,0.9872922776148583,0.6662269129287599,0.7955888144938952,0.98,3.0,['triple']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,3.0,['triple']
1335,24506,0.054476454745776545,0.8806068601583114,0.10260548766428407,0.7,3.0,['path']
1191,13033,0.09138341134044349,0.7856200527704486,0.16372259261804936,0.75,3.0,['path']
1117,8097,0.13795232802272447,0.7368073878627969,0.23239363362113807,0.8,3.0,['path']
1075,4504,0.23867673179396093,0.7091029023746702,0.35714285714285715,0.85,3.0,['path']
1036,2118,0.48914069877242683,0.683377308707124,0.5701706108970831,0.9,3.0,['path']
1013,1051,0.9638439581351094,0.6682058047493403,0.789248149590962,0.94,3.0,['path']
1012,1037,0.9758919961427194,0.6675461741424802,0.7927927927927929,0.95,3.0,['path']
1012,1036,0.9768339768339769,0.6675461741424802,0.7931034482758622,0.96,3.0,['path']
1012,1028,0.9844357976653697,0.6675461741424802,0.7955974842767296,0.97,3.0,['path']
1010,1023,0.9872922776148583,0.6662269129287599,0.7955888144938952,0.98,3.0,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,3.0,['path']
1396,30911,0.045161916469865095,0.920844327176781,0.08610108859900699,0.7,3.0,"['entity', 'triple']"
1366,23873,0.05721945293846605,0.9010554089709762,0.10760565599275278,0.75,3.0,"['entity', 'triple']"
1225,12739,0.09616139414396735,0.808047493403694,0.17186951946685372,0.8,3.0,"['entity', 'triple']"
1087,4279,0.2540313157279738,0.7170184696569921,0.37515099223468507,0.85,3.0,"['entity', 'triple']"
1032,1549,0.6662362814719174,0.6807387862796834,0.6734094616639479,0.9,3.0,"['entity', 'triple']"
1015,1047,0.9694364851957975,0.6695250659630607,0.7920405774483028,0.94,3.0,"['entity', 'triple']"
1013,1038,0.9759152215799615,0.6682058047493403,0.793265465935787,0.95,3.0,"['entity', 'triple']"
1012,1035,0.9777777777777777,0.6675461741424802,0.7934143473147786,0.96,3.0,"['entity', 'triple']"
1012,1028,0.9844357976653697,0.6675461741424802,0.7955974842767296,0.97,3.0,"['entity', 'triple']"
1010,1023,0.9872922776148583,0.6662269129287599,0.7955888144938952,0.98,3.0,"['entity', 'triple']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,3.0,"['entity', 'triple']"
1335,24506,0.054476454745776545,0.8806068601583114,0.10260548766428407,0.7,3.0,"['entity', 'path']"
1191,13033,0.09138341134044349,0.7856200527704486,0.16372259261804936,0.75,3.0,"['entity', 'path']"
1117,8097,0.13795232802272447,0.7368073878627969,0.23239363362113807,0.8,3.0,"['entity', 'path']"
1075,4504,0.23867673179396093,0.7091029023746702,0.35714285714285715,0.85,3.0,"['entity', 'path']"
1036,2118,0.48914069877242683,0.683377308707124,0.5701706108970831,0.9,3.0,"['entity', 'path']"
1013,1051,0.9638439581351094,0.6682058047493403,0.789248149590962,0.94,3.0,"['entity', 'path']"
1012,1037,0.9758919961427194,0.6675461741424802,0.7927927927927929,0.95,3.0,"['entity', 'path']"
1012,1036,0.9768339768339769,0.6675461741424802,0.7931034482758622,0.96,3.0,"['entity', 'path']"
1012,1028,0.9844357976653697,0.6675461741424802,0.7955974842767296,0.97,3.0,"['entity', 'path']"
1010,1023,0.9872922776148583,0.6662269129287599,0.7955888144938952,0.98,3.0,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,3.0,"['entity', 'path']"
1393,30726,0.045336197357286986,0.9188654353562006,0.0864090316977855,0.7,3.0,"['triple', 'path']"
1349,23213,0.05811398785163486,0.8898416886543535,0.10910267297504952,0.75,3.0,"['triple', 'path']"
1204,11115,0.10832208726945569,0.7941952506596306,0.19064207109492518,0.8,3.0,"['triple', 'path']"
1083,4637,0.23355617856372654,0.7143799472295514,0.35202340321794245,0.85,3.0,"['triple', 'path']"
1037,1910,0.5429319371727749,0.6840369393139841,0.6053706946876823,0.9,3.0,"['triple', 'path']"
1012,1045,0.968421052631579,0.6675461741424802,0.7903162827020696,0.94,3.0,"['triple', 'path']"
1012,1037,0.9758919961427194,0.6675461741424802,0.7927927927927929,0.95,3.0,"['triple', 'path']"
1012,1035,0.9777777777777777,0.6675461741424802,0.7934143473147786,0.96,3.0,"['triple', 'path']"
1012,1028,0.9844357976653697,0.6675461741424802,0.7955974842767296,0.97,3.0,"['triple', 'path']"
1010,1023,0.9872922776148583,0.6662269129287599,0.7955888144938952,0.98,3.0,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,3.0,"['triple', 'path']"
1393,30726,0.045336197357286986,0.9188654353562006,0.0864090316977855,0.7,3.0,"['entity', 'triple', 'path']"
1349,23213,0.05811398785163486,0.8898416886543535,0.10910267297504952,0.75,3.0,"['entity', 'triple', 'path']"
1204,11115,0.10832208726945569,0.7941952506596306,0.19064207109492518,0.8,3.0,"['entity', 'triple', 'path']"
1083,4637,0.23355617856372654,0.7143799472295514,0.35202340321794245,0.85,3.0,"['entity', 'triple', 'path']"
1037,1910,0.5429319371727749,0.6840369393139841,0.6053706946876823,0.9,3.0,"['entity', 'triple', 'path']"
1012,1045,0.968421052631579,0.6675461741424802,0.7903162827020696,0.94,3.0,"['entity', 'triple', 'path']"
1012,1037,0.9758919961427194,0.6675461741424802,0.7927927927927929,0.95,3.0,"['entity', 'triple', 'path']"
1012,1035,0.9777777777777777,0.6675461741424802,0.7934143473147786,0.96,3.0,"['entity', 'triple', 'path']"
1012,1028,0.9844357976653697,0.6675461741424802,0.7955974842767296,0.97,3.0,"['entity', 'triple', 'path']"
1010,1023,0.9872922776148583,0.6662269129287599,0.7955888144938952,0.98,3.0,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,3.0,"['entity', 'triple', 'path']"
1390,29401,0.04727730349307847,0.91688654353562,0.08991816799818869,0.7,4.0,['entity']
1337,20386,0.065584224467772,0.8819261213720316,0.12208930691261072,0.75,4.0,['entity']
1155,8708,0.13263665594855306,0.7618733509234829,0.22593896713615025,0.8,4.0,['entity']
1048,3466,0.3023658395845355,0.6912928759894459,0.42071457246085914,0.85,4.0,['entity']
1027,1097,0.9361896080218779,0.6774406332453826,0.7860696517412935,0.9,4.0,['entity']
1012,1027,0.98539435248296,0.6675461741424802,0.7959103421156115,0.94,4.0,['entity']
1009,1022,0.987279843444227,0.6655672823218998,0.7951142631993695,0.95,4.0,['entity']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,4.0,['entity']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,4.0,['entity']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,4.0,['entity']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,4.0,['entity']
1392,30831,0.04514936265447115,0.9182058047493403,0.0860667140693109,0.7,4.0,['triple']
1352,23578,0.057341589617439986,0.8918205804749341,0.10775484179485134,0.75,4.0,['triple']
1193,11031,0.10814975976792675,0.7869393139841688,0.19016497967641666,0.8,4.0,['triple']
1061,3854,0.2752983912817852,0.6998680738786279,0.3951582867783985,0.85,4.0,['triple']
1025,1106,0.9267631103074141,0.6761213720316622,0.7818459191456901,0.9,4.0,['triple']
1013,1028,0.9854085603112841,0.6682058047493403,0.796383647798742,0.94,4.0,['triple']
1009,1022,0.987279843444227,0.6655672823218998,0.7951142631993695,0.95,4.0,['triple']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,4.0,['triple']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,4.0,['triple']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,4.0,['triple']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,4.0,['triple']
1321,24150,0.054699792960662526,0.8713720316622692,0.10293773864256216,0.7,4.0,['path']
1169,12730,0.09183032207384131,0.771108179419525,0.1641162431559736,0.75,4.0,['path']
1132,8149,0.1389127500306786,0.7467018469656992,0.23424728401448525,0.8,4.0,['path']
1067,4715,0.22629904559915165,0.7038258575197889,0.3424811426737281,0.85,4.0,['path']
1028,1462,0.7031463748290013,0.6781002638522428,0.6903962390866354,0.9,4.0,['path']
1012,1037,0.9758919961427194,0.6675461741424802,0.7927927927927929,0.94,4.0,['path']
1010,1023,0.9872922776148583,0.6662269129287599,0.7955888144938952,0.95,4.0,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,4.0,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,4.0,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,4.0,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,4.0,['path']
1392,30831,0.04514936265447115,0.9182058047493403,0.0860667140693109,0.7,4.0,"['entity', 'triple']"
1352,23578,0.057341589617439986,0.8918205804749341,0.10775484179485134,0.75,4.0,"['entity', 'triple']"
1193,11031,0.10814975976792675,0.7869393139841688,0.19016497967641666,0.8,4.0,"['entity', 'triple']"
1061,3854,0.2752983912817852,0.6998680738786279,0.3951582867783985,0.85,4.0,"['entity', 'triple']"
1025,1106,0.9267631103074141,0.6761213720316622,0.7818459191456901,0.9,4.0,"['entity', 'triple']"
1013,1028,0.9854085603112841,0.6682058047493403,0.796383647798742,0.94,4.0,"['entity', 'triple']"
1009,1022,0.987279843444227,0.6655672823218998,0.7951142631993695,0.95,4.0,"['entity', 'triple']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,4.0,"['entity', 'triple']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,4.0,"['entity', 'triple']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,4.0,"['entity', 'triple']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,4.0,"['entity', 'triple']"
1321,24150,0.054699792960662526,0.8713720316622692,0.10293773864256216,0.7,4.0,"['entity', 'path']"
1169,12730,0.09183032207384131,0.771108179419525,0.1641162431559736,0.75,4.0,"['entity', 'path']"
1132,8149,0.1389127500306786,0.7467018469656992,0.23424728401448525,0.8,4.0,"['entity', 'path']"
1067,4715,0.22629904559915165,0.7038258575197889,0.3424811426737281,0.85,4.0,"['entity', 'path']"
1028,1462,0.7031463748290013,0.6781002638522428,0.6903962390866354,0.9,4.0,"['entity', 'path']"
