numOfCorrectlyPredicted,numOfPredicted,precision,recall,f1,threshold,lenOfSubclassOf,typesOfEmbeddings
1012,1037,0.9758919961427194,0.6675461741424802,0.7927927927927929,0.94,4.0,"['entity', 'path']"
1010,1023,0.9872922776148583,0.6662269129287599,0.7955888144938952,0.95,4.0,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,4.0,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,4.0,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,4.0,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,4.0,"['entity', 'path']"
1391,30740,0.045250487963565386,0.9175461741424802,0.08624751984126984,0.7,4.0,"['triple', 'path']"
1330,22963,0.0579192614205461,0.8773087071240105,0.10866456963111239,0.75,4.0,"['triple', 'path']"
1183,10506,0.11260232248239102,0.7803430079155673,0.19680585593079356,0.8,4.0,"['triple', 'path']"
1072,4689,0.22862017487737257,0.7071240105540897,0.34552780016116036,0.85,4.0,"['triple', 'path']"
1029,1276,0.8064263322884012,0.6787598944591029,0.7371060171919771,0.9,4.0,"['triple', 'path']"
1012,1030,0.9825242718446602,0.6675461741424802,0.7949725058915947,0.94,4.0,"['triple', 'path']"
1009,1022,0.987279843444227,0.6655672823218998,0.7951142631993695,0.95,4.0,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,4.0,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,4.0,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,4.0,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,4.0,"['triple', 'path']"
1391,30740,0.045250487963565386,0.9175461741424802,0.08624751984126984,0.7,4.0,"['entity', 'triple', 'path']"
1330,22963,0.0579192614205461,0.8773087071240105,0.10866456963111239,0.75,4.0,"['entity', 'triple', 'path']"
1183,10506,0.11260232248239102,0.7803430079155673,0.19680585593079356,0.8,4.0,"['entity', 'triple', 'path']"
1072,4689,0.22862017487737257,0.7071240105540897,0.34552780016116036,0.85,4.0,"['entity', 'triple', 'path']"
1029,1276,0.8064263322884012,0.6787598944591029,0.7371060171919771,0.9,4.0,"['entity', 'triple', 'path']"
1012,1030,0.9825242718446602,0.6675461741424802,0.7949725058915947,0.94,4.0,"['entity', 'triple', 'path']"
1009,1022,0.987279843444227,0.6655672823218998,0.7951142631993695,0.95,4.0,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,4.0,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,4.0,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,4.0,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,4.0,"['entity', 'triple', 'path']"
1389,29464,0.047142275319033394,0.9162269129287599,0.08967075532601677,0.7,5.0,['entity']
1322,19986,0.06614630241168819,0.8720316622691293,0.12296530555297183,0.75,5.0,['entity']
1141,7993,0.1427499061678969,0.7526385224274407,0.2399831738353139,0.8,5.0,['entity']
1039,2128,0.4882518796992481,0.6853562005277045,0.5702524698133918,0.85,5.0,['entity']
1020,1064,0.9586466165413534,0.6728232189973615,0.7906976744186047,0.9,5.0,['entity']
1011,1026,0.9853801169590644,0.66688654353562,0.7954366640440597,0.94,5.0,['entity']
1009,1022,0.987279843444227,0.6655672823218998,0.7951142631993695,0.95,5.0,['entity']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,5.0,['entity']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,5.0,['entity']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,5.0,['entity']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,5.0,['entity']
1392,30869,0.04509378340730182,0.9182058047493403,0.0859657248726262,0.7,5.0,['triple']
1345,23474,0.0572974354605095,0.887203166226913,0.10764305722288917,0.75,5.0,['triple']
1177,10301,0.11426075138336084,0.7763852242744064,0.19920453583819922,0.8,5.0,['triple']
1044,2646,0.3945578231292517,0.6886543535620053,0.501681883709755,0.85,5.0,['triple']
1025,1080,0.9490740740740741,0.6761213720316622,0.7896764252696454,0.9,5.0,['triple']
1011,1026,0.9853801169590644,0.66688654353562,0.7954366640440597,0.94,5.0,['triple']
1009,1022,0.987279843444227,0.6655672823218998,0.7951142631993695,0.95,5.0,['triple']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,5.0,['triple']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,5.0,['triple']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,5.0,['triple']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,5.0,['triple']
1316,23984,0.05486991327551701,0.8680738786279684,0.1032156862745098,0.7,5.0,['path']
1163,12583,0.09242628943813082,0.7671503957783641,0.16497623944960638,0.75,5.0,['path']
1129,7961,0.14181635472930537,0.7447229551451188,0.2382610530758679,0.8,5.0,['path']
1055,4172,0.2528763183125599,0.695910290237467,0.3709563994374121,0.85,5.0,['path']
1022,1112,0.9190647482014388,0.6741424802110818,0.7777777777777777,0.9,5.0,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.94,5.0,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.95,5.0,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,5.0,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,5.0,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,5.0,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,5.0,['path']
1392,30869,0.04509378340730182,0.9182058047493403,0.0859657248726262,0.7,5.0,"['entity', 'triple']"
1345,23474,0.0572974354605095,0.887203166226913,0.10764305722288917,0.75,5.0,"['entity', 'triple']"
1177,10301,0.11426075138336084,0.7763852242744064,0.19920453583819922,0.8,5.0,"['entity', 'triple']"
1044,2646,0.3945578231292517,0.6886543535620053,0.501681883709755,0.85,5.0,"['entity', 'triple']"
1025,1080,0.9490740740740741,0.6761213720316622,0.7896764252696454,0.9,5.0,"['entity', 'triple']"
1011,1026,0.9853801169590644,0.66688654353562,0.7954366640440597,0.94,5.0,"['entity', 'triple']"
1009,1022,0.987279843444227,0.6655672823218998,0.7951142631993695,0.95,5.0,"['entity', 'triple']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,5.0,"['entity', 'triple']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,5.0,"['entity', 'triple']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,5.0,"['entity', 'triple']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,5.0,"['entity', 'triple']"
1316,23984,0.05486991327551701,0.8680738786279684,0.1032156862745098,0.7,5.0,"['entity', 'path']"
1163,12583,0.09242628943813082,0.7671503957783641,0.16497623944960638,0.75,5.0,"['entity', 'path']"
1129,7961,0.14181635472930537,0.7447229551451188,0.2382610530758679,0.8,5.0,"['entity', 'path']"
1055,4172,0.2528763183125599,0.695910290237467,0.3709563994374121,0.85,5.0,"['entity', 'path']"
1022,1112,0.9190647482014388,0.6741424802110818,0.7777777777777777,0.9,5.0,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.94,5.0,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.95,5.0,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,5.0,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,5.0,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,5.0,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,5.0,"['entity', 'path']"
1391,30799,0.04516380401961102,0.9175461741424802,0.08609005105987931,0.7,5.0,"['triple', 'path']"
1328,22904,0.057981138665735246,0.8759894459102903,0.10876330876330877,0.75,5.0,"['triple', 'path']"
1173,9933,0.11809121111446692,0.7737467018469657,0.20490872565289545,0.8,5.0,"['triple', 'path']"
1060,3921,0.27033919918388166,0.6992084432717678,0.38992091226779474,0.85,5.0,"['triple', 'path']"
1026,1093,0.938700823421775,0.6767810026385225,0.7865082407052513,0.9,5.0,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.94,5.0,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.95,5.0,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,5.0,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,5.0,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,5.0,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,5.0,"['triple', 'path']"
1391,30799,0.04516380401961102,0.9175461741424802,0.08609005105987931,0.7,5.0,"['entity', 'triple', 'path']"
1328,22904,0.057981138665735246,0.8759894459102903,0.10876330876330877,0.75,5.0,"['entity', 'triple', 'path']"
1173,9933,0.11809121111446692,0.7737467018469657,0.20490872565289545,0.8,5.0,"['entity', 'triple', 'path']"
1060,3921,0.27033919918388166,0.6992084432717678,0.38992091226779474,0.85,5.0,"['entity', 'triple', 'path']"
1026,1093,0.938700823421775,0.6767810026385225,0.7865082407052513,0.9,5.0,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.94,5.0,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.95,5.0,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,5.0,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,5.0,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,5.0,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,5.0,"['entity', 'triple', 'path']"
1389,29543,0.04701621365467285,0.9162269129287599,0.08944267362117261,0.7,,['entity']
1315,19802,0.0664074335925664,0.8674142480211082,0.12336992213153201,0.75,,['entity']
1132,7474,0.15145838908215145,0.7467018469656992,0.2518353726362625,0.8,,['entity']
1033,1343,0.7691734921816828,0.6813984168865436,0.7226302903112977,0.85,,['entity']
1020,1063,0.9595484477892756,0.6728232189973615,0.7910042652190772,0.9,,['entity']
1011,1026,0.9853801169590644,0.66688654353562,0.7954366640440597,0.94,,['entity']
1009,1022,0.987279843444227,0.6655672823218998,0.7951142631993695,0.95,,['entity']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,,['entity']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,,['entity']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,,['entity']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,,['entity']
1392,30863,0.045102549978939185,0.9182058047493403,0.08598165477624387,0.7,,['triple']
1343,23364,0.05748159561718884,0.8858839050131926,0.10795819935691318,0.75,,['triple']
1175,9796,0.1199469171090241,0.775065963060686,0.20774398868458277,0.8,,['triple']
1034,1596,0.6478696741854637,0.6820580474934037,0.6645244215938303,0.85,,['triple']
1021,1072,0.9524253731343284,0.6734828496042217,0.7890262751159196,0.9,,['triple']
1011,1026,0.9853801169590644,0.66688654353562,0.7954366640440597,0.94,,['triple']
1009,1022,0.987279843444227,0.6655672823218998,0.7951142631993695,0.95,,['triple']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,,['triple']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,,['triple']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,,['triple']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,,['triple']
1313,24048,0.05459913506320692,0.8660949868073878,0.10272257862619308,0.7,,['path']
1155,12611,0.09158671001506621,0.7618733509234829,0.16351667020598853,0.75,,['path']
1124,7862,0.14296616636988044,0.741424802110818,0.23970995947963317,0.8,,['path']
1041,3493,0.29802462066991126,0.6866754617414248,0.4156518267119185,0.85,,['path']
1016,1061,0.9575871819038643,0.6701846965699209,0.7885137757081879,0.9,,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.94,,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.95,,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,,['path']
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,,['path']
1392,30863,0.045102549978939185,0.9182058047493403,0.08598165477624387,0.7,,"['entity', 'triple']"
1343,23364,0.05748159561718884,0.8858839050131926,0.10795819935691318,0.75,,"['entity', 'triple']"
1175,9796,0.1199469171090241,0.775065963060686,0.20774398868458277,0.8,,"['entity', 'triple']"
1034,1596,0.6478696741854637,0.6820580474934037,0.6645244215938303,0.85,,"['entity', 'triple']"
1021,1072,0.9524253731343284,0.6734828496042217,0.7890262751159196,0.9,,"['entity', 'triple']"
1011,1026,0.9853801169590644,0.66688654353562,0.7954366640440597,0.94,,"['entity', 'triple']"
1009,1022,0.987279843444227,0.6655672823218998,0.7951142631993695,0.95,,"['entity', 'triple']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,,"['entity', 'triple']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,,"['entity', 'triple']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,,"['entity', 'triple']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,,"['entity', 'triple']"
1313,24048,0.05459913506320692,0.8660949868073878,0.10272257862619308,0.7,,"['entity', 'path']"
1155,12611,0.09158671001506621,0.7618733509234829,0.16351667020598853,0.75,,"['entity', 'path']"
1124,7862,0.14296616636988044,0.741424802110818,0.23970995947963317,0.8,,"['entity', 'path']"
1041,3493,0.29802462066991126,0.6866754617414248,0.4156518267119185,0.85,,"['entity', 'path']"
1016,1061,0.9575871819038643,0.6701846965699209,0.7885137757081879,0.9,,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.94,,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.95,,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,,"['entity', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,,"['entity', 'path']"
1391,30907,0.04500598569903258,0.9175461741424802,0.08580328778953213,0.7,,"['triple', 'path']"
1327,22977,0.05775340557949254,0.8753298153034301,0.10835748989507207,0.75,,"['triple', 'path']"
1157,9663,0.11973507192383318,0.7631926121372031,0.20699525896770732,0.8,,"['triple', 'path']"
1044,2890,0.3612456747404844,0.6886543535620053,0.47389922832501136,0.85,,"['triple', 'path']"
1020,1065,0.9577464788732394,0.6728232189973615,0.790391321193336,0.9,,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.94,,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.95,,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,,"['triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,,"['triple', 'path']"
1391,30907,0.04500598569903258,0.9175461741424802,0.08580328778953213,0.7,,"['entity', 'triple', 'path']"
1327,22977,0.05775340557949254,0.8753298153034301,0.10835748989507207,0.75,,"['entity', 'triple', 'path']"
1157,9663,0.11973507192383318,0.7631926121372031,0.20699525896770732,0.8,,"['entity', 'triple', 'path']"
1044,2890,0.3612456747404844,0.6886543535620053,0.47389922832501136,0.85,,"['entity', 'triple', 'path']"
1020,1065,0.9577464788732394,0.6728232189973615,0.790391321193336,0.9,,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.94,,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.95,,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.96,,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.97,,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.98,,"['entity', 'triple', 'path']"
1008,1021,0.9872673849167483,0.6649076517150396,0.794639337800552,0.99,,"['entity', 'triple', 'path']"
