similarity,similarity_threshold,matching_pairing,numOfRefs,numOfCorrectlyPredicted,numOfPredicted,precision,recall,f1,similarity_cutoff
stDRLabEmbSim,0.99,one-to-one,14.523809523809524,0.14285714285714285,1.0,0.14285714285714285,0.011960261960261962,0.02206523635095064,0.9659583227975028
stDRLabEmbSim,0.98,one-to-one,14.523809523809524,0.14285714285714285,1.0952380952380953,0.14285714285714285,0.011960261960261962,0.02206523635095064,0.9648057165600005
stDRLabEmbSim,0.97,one-to-one,14.523809523809524,0.19047619047619047,1.4285714285714286,0.12698412698412698,0.015134865134865136,0.026505901505901507,0.9605317910512289
stDRLabEmbSim,0.99,one-to-many,14.523809523809524,0.14285714285714285,1.0476190476190477,0.11904761904761904,0.011960261960261962,0.021541950113378682,0.9659583227975028
stDRLabEmbSim,0.99,many-to-many,14.523809523809524,0.14285714285714285,1.0476190476190477,0.11904761904761904,0.011960261960261962,0.021541950113378682,0.9659583227975028
stDRLabNSEmbSim,0.98,one-to-one,14.523809523809524,0.23809523809523808,1.7142857142857142,0.11111111111111109,0.016767049375745028,0.028546166477200957,0.9691531714938936
stDRLabNSEmbWDSim,0.93,one-to-one,14.523809523809524,0.19047619047619047,1.4285714285714286,0.10476190476190476,0.01403065533500316,0.023752543752543754,0.8992419835057529
stDRLabNSEmbWDSim,0.9,one-to-one,14.523809523809524,0.38095238095238093,2.6666666666666665,0.10211640211640212,0.02385231092324914,0.03540011575725861,0.8880646426119929
stDRLabNSEmbWDSim,0.93,one-to-many,14.523809523809524,0.2857142857142857,1.4761904761904763,0.1,0.021356662661010488,0.033811268096982386,0.8992419835057529
stDRLabNSEmbWDSim,0.93,many-to-many,14.523809523809524,0.38095238095238093,1.6666666666666667,0.09788359788359788,0.028682669987017812,0.039583273868988154,0.8992419835057529
stDRLabNSEmbSim,0.96,one-to-one,14.523809523809524,0.42857142857142855,4.857142857142857,0.09730225423502734,0.029951525718116108,0.03930633206948996,0.9579231852576846
stDRLabNSSim,0.32,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.32,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.33,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.32,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.31,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.31,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.3,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.31,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.33,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.3,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.3,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.29,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.29,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.33,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.35000000000000003,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.34,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.34,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.34,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.35000000000000003,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.28,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.35000000000000003,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.36,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.36,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.36,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.37,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.37,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.37,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.38,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.29,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stLabSim,0.99,one-to-one,14.523809523809524,0.09523809523809523,1.3333333333333333,0.09523809523809523,0.003975155279503106,0.00763125763125763,0.12765004684262882
stDRLabNSSim,0.28,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.2,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.22,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.21,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.21,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.21,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.2,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.2,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.19,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.28,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.19,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.19,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.18,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.18,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.18,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.17,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.22,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.22,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.23,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.23,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.23,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.24,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.24,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.24,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.25,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.25,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.25,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.26,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.26,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.26,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.27,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.27,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.38,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.27,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.39,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.38,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.55,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.5,one-to-one,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.51,many-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
stDRLabNSSim,0.51,one-to-many,14.523809523809524,0.09523809523809523,1.0,0.09523809523809523,0.00763125763125763,0.0141287284144427,0.0047727576402253336
