similarity,similarity_threshold,matching_pairing,numOfRefs,numOfCorrectlyPredicted,numOfPredicted,precision,recall,f1,similarity_cutoff
string_context_similarity,0.62,many-to-many,14.523809523809524,6.809523809523809,8.047619047619047,0.8494854351997209,0.5031279477949863,0.6157387258246658,0.35761583921690393
string_context_similarity,0.62,one-to-many,14.523809523809524,6.809523809523809,8.047619047619047,0.8494854351997209,0.5031279477949863,0.6157387258246658,0.35761583921690393
string_context_similarity,0.62,one-to-one,14.523809523809524,6.809523809523809,8.047619047619047,0.8494854351997209,0.5031279477949863,0.6157387258246658,0.35761583921690393
string_context_similarity,0.63,many-to-many,14.523809523809524,6.809523809523809,8.047619047619047,0.8494854351997209,0.5031279477949863,0.6157387258246658,0.35761583921690393
string_context_similarity,0.63,one-to-many,14.523809523809524,6.809523809523809,8.047619047619047,0.8494854351997209,0.5031279477949863,0.6157387258246658,0.35761583921690393
string_context_similarity,0.63,one-to-one,14.523809523809524,6.809523809523809,8.047619047619047,0.8494854351997209,0.5031279477949863,0.6157387258246658,0.35761583921690393
string_context_similarity,0.64,many-to-many,14.523809523809524,6.809523809523809,8.047619047619047,0.8494854351997209,0.5031279477949863,0.6157387258246658,0.35761583921690393
string_context_similarity,0.64,one-to-many,14.523809523809524,6.809523809523809,8.047619047619047,0.8494854351997209,0.5031279477949863,0.6157387258246658,0.35761583921690393
string_context_similarity,0.64,one-to-one,14.523809523809524,6.809523809523809,8.047619047619047,0.8494854351997209,0.5031279477949863,0.6157387258246658,0.35761583921690393
string_context_similarity,0.6,one-to-one,14.523809523809524,6.857142857142857,8.19047619047619,0.8369812726955584,0.5051983411697274,0.6146255897361603,0.2959728158399266
string_context_similarity,0.61,one-to-many,14.523809523809524,6.857142857142857,8.19047619047619,0.8369812726955584,0.5051983411697274,0.6146255897361603,0.2959728158399266
string_context_similarity,0.61,many-to-many,14.523809523809524,6.857142857142857,8.19047619047619,0.8369812726955584,0.5051983411697274,0.6146255897361603,0.2959728158399266
string_context_similarity,0.6,one-to-many,14.523809523809524,6.857142857142857,8.19047619047619,0.8369812726955584,0.5051983411697274,0.6146255897361603,0.2959728158399266
string_context_similarity,0.6,many-to-many,14.523809523809524,6.857142857142857,8.19047619047619,0.8369812726955584,0.5051983411697274,0.6146255897361603,0.2959728158399266
string_context_similarity,0.61,one-to-one,14.523809523809524,6.857142857142857,8.19047619047619,0.8369812726955584,0.5051983411697274,0.6146255897361603,0.2959728158399266
string_context_similarity,0.72,one-to-one,14.523809523809524,6.666666666666667,7.714285714285714,0.8761744868887726,0.4951792298462682,0.6145840155442552,0.46624952472656683
string_context_similarity,0.72,one-to-many,14.523809523809524,6.666666666666667,7.714285714285714,0.8761744868887726,0.4951792298462682,0.6145840155442552,0.46624952472656683
